,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,cluster number
468,0,0.0,20,0.0,1.0,581,0.0,1,6.0,3
470,1,0.0,26,1.0,2.0,538,1.0,1,3.0,3
471,0,0.0,31,0.0,7.0,569,0.0,1,4.0,3
472,0,1.0,31,1.0,1.0,802,2.0,3,3.0,1
473,1,1.0,41,1.0,2.0,618,9.0,2,3.0,3
475,1,1.0,42,1.0,8.0,1098,0.0,2,3.0,1
477,0,1.0,78,0.0,3.0,1089,1.0,3,3.0,1
478,1,1.0,65,1.0,3.0,887,1.0,1,2.0,1
480,0,0.0,36,1.0,5.0,636,8.0,1,2.0,3
481,1,1.0,55,1.0,5.0,858,0.0,2,4.0,1
482,0,1.0,52,1.0,2.0,832,0.0,2,2.0,1
483,0,1.0,52,1.0,8.0,866,7.0,2,3.0,1
486,1,0.0,37,0.0,2.0,683,7.0,1,1.0,3
487,1,0.0,40,0.0,1.0,541,1.0,1,2.0,3
489,0,0.0,25,0.0,7.0,832,0.0,1,3.0,1
490,1,0.0,33,1.0,2.0,540,1.0,1,4.0,3
491,0,0.0,26,1.0,5.0,1007,1.0,1,1.0,1
492,1,0.0,28,0.0,4.0,650,0.0,1,1.0,3
493,0,0.0,18,0.0,9.0,624,0.0,1,6.0,3
494,0,0.0,52,0.0,4.0,783,0.0,1,3.0,1
495,0,0.0,26,1.0,1.0,841,0.0,1,2.0,1
496,0,0.0,18,0.0,1.0,1394,0.0,1,4.0,2
497,1,0.0,20,0.0,9.0,525,1.0,1,2.0,3
498,1,1.0,36,1.0,7.0,525,0.0,2,3.0,3
499,0,1.0,27,1.0,7.0,669,8.0,2,2.0,3
501,0,0.0,27,1.0,4.0,829,8.0,1,4.0,1
505,0,1.0,80,1.0,3.0,1536,1.0,1,2.0,0
506,1,1.0,71,1.0,3.0,1597,7.0,3,3.0,0
507,0,1.0,47,0.0,7.0,869,8.0,3,4.0,1
512,1,0.0,26,1.0,5.0,752,0.0,1,4.0,3
515,1,0.0,37,0.0,7.0,596,1.0,1,2.0,3
517,1,0.0,28,0.0,8.0,542,8.0,1,1.0,3
518,1,1.0,29,1.0,5.0,689,9.0,1,3.0,3
519,1,1.0,37,1.0,9.0,875,7.0,2,3.0,1
522,1,0.0,33,0.0,8.0,865,8.0,1,1.0,1
524,1,0.0,32,0.0,7.0,875,6.0,1,2.0,1
526,1,1.0,48,1.0,8.0,885,9.0,2,2.0,1
527,1,0.0,27,0.0,8.0,538,8.0,1,1.0,3
528,1,0.0,49,1.0,5.0,1380,1.0,1,1.0,2
529,1,1.0,33,1.0,2.0,505,8.0,2,5.0,3
530,1,0.0,33,0.0,2.0,547,7.0,1,6.0,3
531,0,1.0,39,1.0,5.0,1361,0.0,1,3.0,2
532,0,1.0,50,1.0,4.0,1725,0.0,2,4.0,0
534,1,1.0,46,1.0,5.0,682,0.0,2,2.0,3
535,0,1.0,31,0.0,4.0,715,0.0,2,3.0,3
536,0,1.0,57,1.0,5.0,1369,3.0,2,2.0,2
537,0,1.0,73,0.0,6.0,1500,1.0,3,4.0,2
538,0,1.0,36,1.0,4.0,613,9.0,1,4.0,3
539,0,0.0,53,1.0,9.0,700,2.0,1,4.0,3
542,0,1.0,35,1.0,5.0,631,2.0,2,3.0,3
543,0,1.0,62,1.0,5.0,575,0.0,2,3.0,3
544,0,0.0,23,0.0,9.0,725,0.0,1,3.0,3
545,0,0.0,51,1.0,5.0,725,1.0,1,2.0,3
546,1,1.0,83,0.0,3.0,1680,1.0,3,2.0,0
547,1,0.0,26,1.0,1.0,557,0.0,1,2.0,3
548,0,1.0,86,1.0,3.0,715,1.0,1,1.0,3
549,0,0.0,26,1.0,1.0,589,0.0,1,4.0,3
550,0,1.0,42,1.0,6.0,721,0.0,1,3.0,3
551,1,1.0,41,1.0,8.0,1409,9.0,1,1.0,2
552,0,1.0,67,0.0,3.0,501,0.0,1,3.0,3
553,0,1.0,68,1.0,3.0,765,1.0,3,2.0,1
554,1,1.0,45,0.0,2.0,871,0.0,3,2.0,1
555,1,1.0,86,0.0,3.0,521,0.0,3,2.0,3
556,0,1.0,62,1.0,5.0,1685,0.0,3,2.0,0
557,0,1.0,42,1.0,5.0,600,1.0,1,2.0,3
558,0,0.0,26,1.0,7.0,828,0.0,1,3.0,1
559,0,0.0,48,0.0,4.0,630,1.0,1,1.0,3
560,0,1.0,40,0.0,4.0,644,3.0,2,5.0,3
561,0,0.0,20,0.0,1.0,1080,0.0,1,4.0,1
562,1,0.0,25,1.0,5.0,766,1.0,1,1.0,1
564,0,1.0,77,1.0,3.0,888,1.0,1,1.0,1
566,1,0.0,22,0.0,9.0,619,0.0,1,4.0,3
567,0,0.0,26,1.0,5.0,1742,1.0,1,3.0,0
568,0,1.0,71,0.0,7.0,870,0.0,2,3.0,1
570,0,0.0,29,0.0,4.0,605,1.0,1,1.0,3
572,0,1.0,52,1.0,5.0,541,6.0,2,4.0,3
573,0,0.0,20,0.0,1.0,557,1.0,1,3.0,3
574,0,0.0,26,1.0,7.0,625,0.0,1,9.0,3
577,1,1.0,39,1.0,5.0,597,0.0,1,2.0,3
578,1,1.0,53,0.0,5.0,872,1.0,2,5.0,1
579,0,1.0,49,0.0,4.0,1086,0.0,2,4.0,1
580,0,0.0,21,0.0,1.0,764,0.0,1,2.0,1
581,0,1.0,39,0.0,8.0,566,8.0,1,1.0,3
582,1,1.0,38,0.0,5.0,777,2.0,2,4.0,1
583,0,0.0,22,0.0,1.0,1470,4.0,1,4.0,2
584,0,1.0,52,0.0,5.0,776,2.0,2,4.0,1
586,0,0.0,20,0.0,7.0,1477,8.0,1,3.0,2
587,0,0.0,41,1.0,6.0,1086,1.0,1,3.0,1
588,0,0.0,30,1.0,5.0,882,1.0,1,1.0,1
589,1,1.0,89,1.0,3.0,878,1.0,3,3.0,1
590,0,1.0,83,0.0,3.0,603,1.0,3,3.0,3
591,0,1.0,53,1.0,5.0,703,0.0,2,3.0,3
592,0,0.0,31,0.0,7.0,1507,1.0,1,5.0,2
593,0,1.0,48,1.0,5.0,1326,1.0,2,4.0,2
594,1,0.0,29,0.0,7.0,1502,0.0,1,2.0,2
595,0,1.0,87,1.0,3.0,1548,0.0,1,1.0,0
596,0,0.0,19,0.0,2.0,739,4.0,1,7.0,3
597,0,1.0,60,0.0,4.0,679,1.0,1,2.0,3
598,0,0.0,23,0.0,1.0,719,1.0,1,2.0,3
599,0,1.0,61,1.0,6.0,877,9.0,3,4.0,1
600,1,0.0,27,1.0,5.0,1353,1.0,1,3.0,2
601,0,1.0,32,0.0,7.0,1353,14.0,2,2.0,2
603,0,0.0,19,0.0,1.0,1011,1.0,1,4.0,1
604,0,1.0,42,1.0,6.0,1422,0.0,3,3.0,2
605,0,1.0,76,0.0,3.0,875,1.0,1,1.0,1
606,1,1.0,41,0.0,9.0,565,1.0,2,2.0,3
607,0,1.0,38,1.0,4.0,1520,0.0,2,4.0,2
608,0,1.0,43,1.0,4.0,559,0.0,2,3.0,3
609,0,0.0,19,0.0,1.0,1396,1.0,1,3.0,2
610,1,0.0,28,1.0,1.0,647,1.0,1,3.0,3
611,0,1.0,56,1.0,5.0,502,0.0,2,4.0,3
612,0,0.0,28,1.0,2.0,1004,0.0,1,3.0,1
613,0,1.0,60,0.0,9.0,830,1.0,3,2.0,1
615,0,1.0,35,1.0,4.0,804,1.0,2,2.0,1
616,0,0.0,25,0.0,1.0,552,5.0,1,5.0,3
617,0,1.0,71,1.0,5.0,1020,1.0,1,1.0,1
619,0,1.0,74,1.0,3.0,515,1.0,1,1.0,3
620,1,0.0,20,0.0,1.0,787,5.0,1,4.0,1
621,0,1.0,43,0.0,4.0,874,9.0,1,2.0,1
622,1,0.0,20,0.0,9.0,775,3.0,1,6.0,1
624,1,1.0,46,1.0,2.0,1369,0.0,3,5.0,2
625,1,1.0,65,0.0,3.0,820,1.0,3,7.0,1
627,0,1.0,50,0.0,1.0,1079,1.0,1,7.0,1
628,0,0.0,18,0.0,1.0,524,0.0,1,5.0,3
629,1,1.0,61,1.0,7.0,1068,1.0,1,7.0,1
632,1,1.0,52,0.0,3.0,635,1.0,3,2.0,3
633,0,1.0,56,1.0,6.0,691,0.0,3,5.0,3
635,0,1.0,42,0.0,2.0,854,1.0,2,5.0,1
636,1,0.0,33,0.0,8.0,895,0.0,1,6.0,1
637,0,0.0,19,0.0,1.0,639,8.0,1,4.0,3
638,1,0.0,27,0.0,2.0,1356,1.0,1,1.0,2
639,1,1.0,38,1.0,5.0,679,1.0,2,4.0,3
640,1,0.0,38,0.0,5.0,735,1.0,1,4.0,3
641,1,1.0,43,1.0,7.0,735,8.0,1,1.0,3
642,0,1.0,53,1.0,5.0,839,1.0,2,4.0,1
643,0,1.0,33,0.0,6.0,899,4.0,3,4.0,1
645,1,0.0,22,0.0,1.0,1435,6.0,1,3.0,2
646,0,0.0,33,0.0,7.0,592,0.0,1,4.0,3
647,0,0.0,21,0.0,1.0,1054,1.0,1,8.0,1
648,0,0.0,20,0.0,1.0,898,1.0,1,5.0,1
649,0,0.0,19,0.0,1.0,1090,7.0,1,3.0,1
650,1,1.0,58,1.0,4.0,1397,1.0,2,4.0,2
652,1,1.0,36,1.0,4.0,577,1.0,1,2.0,3
654,0,0.0,23,0.0,8.0,1495,1.0,1,4.0,2
656,1,0.0,37,0.0,9.0,1391,8.0,1,3.0,2
657,1,1.0,58,0.0,4.0,615,9.0,1,4.0,3
658,1,1.0,26,0.0,2.0,600,7.0,2,2.0,3
659,0,0.0,39,1.0,4.0,541,9.0,1,2.0,3
661,0,1.0,41,0.0,6.0,1451,8.0,2,4.0,2
662,0,1.0,26,0.0,4.0,843,0.0,1,3.0,1
663,1,1.0,25,0.0,2.0,1382,3.0,1,3.0,2
665,0,0.0,36,0.0,6.0,788,0.0,1,5.0,1
666,0,0.0,29,0.0,1.0,642,9.0,1,4.0,3
667,0,0.0,26,0.0,9.0,679,1.0,1,1.0,3
671,1,0.0,46,1.0,4.0,603,0.0,1,1.0,3
672,0,0.0,29,0.0,1.0,1444,0.0,1,4.0,2
673,1,0.0,36,1.0,5.0,1004,10.0,1,1.0,1
674,0,1.0,27,0.0,6.0,1397,1.0,1,6.0,2
675,1,0.0,29,0.0,6.0,597,8.0,1,3.0,3
676,1,0.0,25,0.0,9.0,518,1.0,1,4.0,3
677,1,0.0,30,0.0,9.0,752,10.0,1,6.0,3
682,1,0.0,28,1.0,1.0,1303,9.0,1,1.0,2
683,0,0.0,33,1.0,7.0,678,1.0,1,5.0,3
684,0,1.0,31,1.0,1.0,532,7.0,1,2.0,3
685,0,1.0,45,1.0,1.0,504,0.0,1,2.0,3
686,0,1.0,47,1.0,9.0,862,0.0,1,5.0,1
687,1,0.0,39,0.0,1.0,1674,0.0,1,1.0,0
689,1,1.0,53,1.0,7.0,847,0.0,1,1.0,1
690,0,0.0,27,0.0,7.0,850,1.0,1,4.0,1
691,0,1.0,37,1.0,2.0,1490,1.0,2,2.0,2
692,1,1.0,62,1.0,5.0,777,1.0,2,3.0,1
693,1,0.0,29,0.0,2.0,1052,0.0,1,7.0,1
694,1,1.0,51,1.0,5.0,729,0.0,1,1.0,3
695,0,0.0,30,0.0,9.0,847,1.0,1,6.0,1
696,0,0.0,18,0.0,4.0,565,0.0,1,4.0,3
698,0,1.0,68,1.0,9.0,614,0.0,1,2.0,3
699,0,1.0,84,1.0,3.0,1442,5.0,1,1.0,2
700,0,0.0,22,0.0,1.0,862,2.0,1,9.0,1
701,1,0.0,22,0.0,7.0,661,2.0,1,4.0,3
702,0,0.0,21,0.0,1.0,878,1.0,1,3.0,1
704,0,1.0,73,0.0,3.0,708,0.0,3,2.0,3
705,1,1.0,75,1.0,3.0,590,0.0,3,2.0,3
706,1,0.0,20,0.0,7.0,1542,6.0,1,4.0,0
707,0,0.0,22,0.0,1.0,570,1.0,1,2.0,3
708,1,0.0,22,0.0,1.0,1472,0.0,1,4.0,2
710,0,1.0,46,1.0,5.0,627,1.0,2,3.0,3
711,0,1.0,58,0.0,5.0,1019,0.0,2,2.0,1
712,1,0.0,41,1.0,5.0,890,1.0,1,3.0,1
713,0,1.0,42,1.0,5.0,1424,0.0,2,2.0,2
714,1,1.0,43,1.0,1.0,590,6.0,2,2.0,3
715,1,0.0,49,1.0,5.0,751,3.0,1,1.0,3
716,1,0.0,40,1.0,5.0,586,0.0,1,1.0,3
717,0,1.0,53,0.0,6.0,877,8.0,3,2.0,1
718,0,1.0,36,1.0,5.0,873,4.0,2,2.0,1
719,0,1.0,50,1.0,5.0,831,8.0,1,2.0,1
720,0,1.0,42,1.0,1.0,1423,1.0,1,1.0,2
721,0,0.0,30,0.0,1.0,760,0.0,1,4.0,1
722,0,0.0,29,0.0,1.0,1647,2.0,1,5.0,0
723,0,0.0,28,1.0,4.0,705,1.0,1,2.0,3
724,0,0.0,27,1.0,1.0,770,1.0,1,4.0,1
725,0,0.0,49,1.0,5.0,1301,0.0,1,1.0,2
726,0,0.0,32,1.0,1.0,1594,1.0,1,1.0,0
727,0,0.0,25,1.0,7.0,1555,1.0,1,3.0,0
729,1,0.0,42,1.0,5.0,503,8.0,1,1.0,3
731,0,1.0,71,1.0,5.0,867,0.0,3,2.0,1
733,0,0.0,22,0.0,1.0,627,1.0,1,4.0,3
734,1,0.0,29,1.0,4.0,846,1.0,1,5.0,1
735,0,1.0,47,1.0,9.0,1334,0.0,1,3.0,2
737,0,0.0,32,1.0,5.0,862,1.0,1,3.0,1
738,0,1.0,47,1.0,5.0,1659,7.0,2,2.0,0
739,0,0.0,46,1.0,5.0,669,0.0,1,1.0,3
740,1,1.0,41,1.0,5.0,1534,1.0,2,2.0,0
741,0,1.0,37,1.0,4.0,1679,0.0,2,2.0,0
742,0,1.0,40,1.0,5.0,687,0.0,2,2.0,3
743,0,1.0,60,1.0,5.0,1615,0.0,2,4.0,0
744,0,1.0,46,1.0,5.0,819,0.0,2,6.0,1
745,1,1.0,36,1.0,5.0,729,6.0,3,4.0,3
746,1,0.0,38,0.0,9.0,632,0.0,1,1.0,3
747,1,1.0,32,0.0,7.0,709,0.0,1,5.0,3
748,1,0.0,41,1.0,5.0,614,5.0,1,1.0,3
749,0,1.0,56,1.0,9.0,515,0.0,1,3.0,3
750,0,1.0,31,1.0,5.0,876,8.0,2,2.0,1
751,0,1.0,45,0.0,5.0,897,0.0,1,2.0,1
753,0,1.0,37,1.0,5.0,1002,0.0,1,2.0,1
754,0,1.0,47,1.0,5.0,760,1.0,2,4.0,1
755,1,1.0,52,1.0,5.0,630,1.0,2,3.0,3
756,1,1.0,57,1.0,5.0,1500,1.0,3,3.0,2
757,1,0.0,50,1.0,5.0,1750,9.0,1,1.0,0
758,0,1.0,27,0.0,2.0,608,0.0,2,2.0,3
759,1,1.0,45,1.0,2.0,689,1.0,3,3.0,3
760,1,0.0,30,1.0,5.0,887,8.0,1,2.0,1
761,0,1.0,45,1.0,5.0,685,0.0,1,2.0,3
762,0,0.0,30,0.0,1.0,1050,1.0,1,4.0,1
763,0,1.0,31,1.0,4.0,1478,1.0,2,3.0,2
764,1,1.0,45,1.0,5.0,661,1.0,2,4.0,3
765,0,1.0,67,1.0,5.0,1728,0.0,3,2.0,0
766,0,1.0,76,0.0,6.0,759,1.0,3,2.0,1
767,0,1.0,69,1.0,4.0,758,0.0,1,2.0,1
768,0,1.0,83,0.0,4.0,1740,0.0,1,2.0,0
769,0,1.0,38,1.0,2.0,830,0.0,1,2.0,1
770,0,1.0,36,1.0,5.0,1504,0.0,1,1.0,2
772,1,1.0,69,0.0,3.0,519,0.0,1,3.0,3
773,1,0.0,33,1.0,2.0,669,0.0,1,3.0,3
774,0,0.0,38,1.0,5.0,645,1.0,1,3.0,3
775,1,1.0,48,1.0,2.0,559,1.0,2,2.0,3
776,0,1.0,51,1.0,2.0,617,2.0,2,2.0,3
777,0,1.0,56,1.0,6.0,1752,1.0,3,2.0,0
778,0,1.0,57,1.0,5.0,783,0.0,2,3.0,1
779,1,1.0,49,1.0,5.0,774,1.0,2,3.0,1
780,0,0.0,30,1.0,1.0,850,0.0,1,3.0,1
781,1,1.0,40,1.0,7.0,678,8.0,2,2.0,3
783,0,1.0,38,0.0,4.0,523,0.0,2,2.0,3
784,1,0.0,31,1.0,1.0,537,8.0,1,5.0,3
785,0,0.0,33,1.0,7.0,693,0.0,1,2.0,3
786,0,0.0,50,1.0,5.0,729,0.0,1,2.0,3
789,0,1.0,73,1.0,6.0,675,0.0,3,2.0,3
790,0,1.0,46,1.0,5.0,1011,0.0,2,3.0,1
791,0,1.0,50,1.0,5.0,549,0.0,1,2.0,3
792,0,0.0,30,0.0,1.0,605,0.0,1,6.0,3
793,1,1.0,60,1.0,7.0,865,0.0,2,2.0,1
794,1,1.0,39,1.0,8.0,1072,9.0,2,2.0,1
795,1,1.0,59,1.0,5.0,1402,1.0,2,2.0,2
796,1,1.0,51,1.0,5.0,761,0.0,2,2.0,1
797,1,1.0,40,1.0,5.0,1310,5.0,2,2.0,2
798,0,0.0,23,0.0,1.0,695,1.0,1,3.0,3
799,0,1.0,53,1.0,5.0,1600,4.0,2,4.0,0
800,0,0.0,32,0.0,1.0,553,7.0,1,5.0,3
801,0,1.0,52,1.0,6.0,553,0.0,3,4.0,3
802,1,0.0,31,1.0,2.0,717,0.0,1,1.0,3
803,0,0.0,30,1.0,1.0,527,3.0,1,4.0,3
804,0,0.0,25,1.0,1.0,846,8.0,1,3.0,1
805,0,1.0,40,1.0,6.0,859,1.0,3,4.0,1
806,1,0.0,27,1.0,1.0,619,4.0,1,4.0,3
807,0,1.0,61,1.0,5.0,795,0.0,1,2.0,1
808,1,0.0,33,1.0,2.0,829,1.0,1,1.0,1
809,0,0.0,28,1.0,7.0,1380,1.0,1,4.0,2
810,1,1.0,48,1.0,5.0,506,2.0,2,2.0,3
811,1,1.0,73,1.0,5.0,1306,0.0,3,2.0,2
812,0,1.0,36,0.0,5.0,1437,0.0,2,2.0,2
813,1,0.0,32,0.0,1.0,788,0.0,1,4.0,1
814,0,1.0,82,0.0,3.0,1487,0.0,3,2.0,2
815,0,0.0,28,1.0,5.0,765,1.0,1,3.0,1
816,1,0.0,42,1.0,5.0,543,8.0,1,3.0,3
817,1,1.0,60,1.0,3.0,543,6.0,3,9.0,3
818,1,0.0,46,1.0,5.0,1474,1.0,1,1.0,2
819,0,0.0,31,0.0,7.0,809,0.0,1,3.0,1
820,1,1.0,50,1.0,5.0,692,1.0,1,1.0,3
821,1,0.0,30,1.0,2.0,789,3.0,1,1.0,1
822,1,0.0,49,1.0,5.0,605,1.0,1,3.0,3
823,1,1.0,51,1.0,7.0,697,0.0,2,6.0,3
825,0,1.0,53,1.0,5.0,697,0.0,2,4.0,3
826,0,1.0,65,1.0,5.0,514,0.0,3,2.0,3
827,1,0.0,22,0.0,1.0,1539,0.0,1,5.0,0
828,0,1.0,65,1.0,7.0,696,1.0,2,3.0,3
829,1,1.0,39,1.0,2.0,549,0.0,2,2.0,3
830,0,1.0,84,1.0,5.0,1541,0.0,3,2.0,0
831,0,0.0,37,1.0,5.0,722,0.0,1,1.0,3
832,0,1.0,28,1.0,7.0,1792,8.0,2,2.0,0
833,1,1.0,82,0.0,3.0,1045,0.0,3,2.0,1
834,1,1.0,87,1.0,3.0,1319,0.0,3,2.0,2
835,1,0.0,69,1.0,3.0,856,1.0,1,5.0,1
837,1,1.0,74,1.0,3.0,614,1.0,1,1.0,3
838,1,1.0,79,1.0,3.0,1307,1.0,3,2.0,2
839,1,0.0,21,0.0,3.0,805,9.0,1,1.0,1
840,1,0.0,20,0.0,1.0,807,5.0,1,5.0,1
841,1,0.0,43,1.0,7.0,846,3.0,1,1.0,1
842,1,0.0,25,0.0,1.0,1368,1.0,1,3.0,2
843,0,0.0,43,1.0,5.0,525,0.0,1,4.0,3
844,1,0.0,42,1.0,5.0,894,1.0,1,1.0,1
845,0,0.0,25,1.0,7.0,900,10.0,1,4.0,1
846,0,1.0,59,1.0,5.0,671,0.0,1,1.0,3
847,1,0.0,49,1.0,9.0,1058,0.0,1,5.0,1
848,1,0.0,32,0.0,7.0,874,1.0,1,4.0,1
849,0,1.0,36,1.0,5.0,866,8.0,3,2.0,1
850,0,1.0,45,1.0,9.0,866,9.0,1,3.0,1
852,0,1.0,37,1.0,5.0,1053,0.0,1,2.0,1
853,1,1.0,48,1.0,7.0,1339,1.0,2,4.0,2
854,1,0.0,65,1.0,5.0,660,0.0,1,2.0,3
855,0,0.0,39,0.0,9.0,1077,1.0,1,2.0,1
856,0,0.0,25,0.0,4.0,1530,1.0,1,7.0,2
857,1,1.0,49,0.0,5.0,709,5.0,1,5.0,3
858,1,1.0,77,1.0,3.0,857,1.0,3,2.0,1
859,1,0.0,38,1.0,5.0,848,9.0,1,1.0,1
860,0,0.0,19,1.0,9.0,1099,0.0,1,6.0,1
861,1,1.0,76,1.0,3.0,790,1.0,3,2.0,1
862,0,0.0,28,1.0,7.0,572,0.0,1,4.0,3
863,0,1.0,51,1.0,7.0,1791,1.0,2,3.0,0
864,1,0.0,28,1.0,7.0,743,0.0,1,5.0,3
865,1,0.0,42,1.0,1.0,615,0.0,1,1.0,3
866,0,1.0,45,1.0,5.0,1354,1.0,1,1.0,2
867,0,1.0,63,1.0,6.0,774,6.0,3,3.0,1
868,1,0.0,18,0.0,7.0,841,0.0,1,6.0,1
869,0,0.0,26,1.0,5.0,785,7.0,1,4.0,1
871,0,0.0,43,1.0,4.0,620,5.0,1,4.0,3
873,1,0.0,36,1.0,5.0,881,0.0,1,1.0,1
874,0,0.0,32,0.0,1.0,599,1.0,1,4.0,3
876,0,1.0,60,1.0,4.0,638,1.0,1,1.0,3
877,1,0.0,42,1.0,5.0,684,0.0,1,1.0,3
878,1,0.0,18,0.0,1.0,819,6.0,1,5.0,1
879,0,1.0,69,0.0,3.0,1532,0.0,3,2.0,0
881,1,1.0,70,1.0,5.0,656,1.0,1,1.0,3
882,0,0.0,25,1.0,1.0,1382,1.0,1,3.0,2
883,0,1.0,56,1.0,4.0,869,1.0,2,3.0,1
884,1,0.0,40,1.0,5.0,1507,9.0,1,1.0,2
885,0,0.0,23,0.0,1.0,524,1.0,1,6.0,3
886,1,0.0,20,0.0,9.0,635,3.0,1,4.0,3
887,1,0.0,39,1.0,4.0,1374,2.0,1,1.0,2
888,1,0.0,19,0.0,1.0,1656,0.0,1,4.0,0
890,0,1.0,40,0.0,2.0,678,1.0,2,2.0,3
892,0,0.0,33,0.0,1.0,718,3.0,1,4.0,3
893,0,1.0,20,0.0,7.0,675,14.0,1,2.0,3
894,1,0.0,35,0.0,5.0,1358,7.0,1,4.0,2
895,0,0.0,27,1.0,7.0,610,0.0,1,5.0,3
896,1,1.0,42,1.0,5.0,746,1.0,2,2.0,3
897,0,1.0,30,0.0,9.0,1001,0.0,1,4.0,1
898,1,1.0,56,1.0,6.0,1050,0.0,2,2.0,1
899,0,1.0,28,1.0,4.0,804,0.0,2,2.0,1
900,1,1.0,38,1.0,5.0,1066,6.0,2,2.0,1
901,0,0.0,26,1.0,4.0,1323,9.0,1,1.0,2
902,0,0.0,36,0.0,2.0,597,0.0,1,1.0,3
903,0,0.0,56,0.0,4.0,597,0.0,1,1.0,3
904,0,0.0,26,1.0,4.0,827,0.0,1,1.0,1
905,0,0.0,28,1.0,5.0,835,4.0,1,4.0,1
906,0,0.0,32,0.0,1.0,590,0.0,1,5.0,3
907,1,0.0,52,1.0,5.0,535,4.0,1,1.0,3
908,1,0.0,23,0.0,1.0,776,0.0,1,4.0,1
910,0,1.0,50,1.0,5.0,575,0.0,1,2.0,3
912,0,1.0,40,1.0,4.0,1641,8.0,1,2.0,0
913,1,1.0,53,1.0,5.0,565,1.0,2,2.0,3
